SL.no,Date,Zone,Scope,Engineer,Project,BOQ,Subproduct-Description,Typology,Batch Qty,CL No,PI NO,Actual Qty,HO Qty,Actual Sqm,HO Sqm
10853,19/11/2025,Navy Blue & (Orange),UCW,Thangavel,GLOBAL SQUARE,Curtain Wall,Non-Typical,Typical,260,1047-UCW-AL-MN-024,PI/04391,1,0,6.08,0
10854,19/11/2025,Navy Blue & (Orange),UCW,Thangavel,GLOBAL SQUARE,Curtain Wall,Non-Typical,Typical,260,1047-UCW-AL-MN-024,PI/04391,1,0,6.08,0
10855,19/11/2025,Navy Blue & (Orange),UCW,Thangavel,GLOBAL SQUARE,Curtain Wall,Non-Typical,Typical,260,1047-UCW-AL-MN-024,PI/04391,1,0,6.08,0
10856,19/11/2025,Navy Blue & (Orange),UCW,Thangavel,GLOBAL SQUARE,Curtain Wall,Non-Typical,Typical,260,1047-UCW-AL-MN-024,PI/04391,1,0,6.08,0
10857,19/11/2025,Navy Blue & (Orange),UCW,Thangavel,GLOBAL SQUARE,Curtain Wall,Non-Typical,Typical,260,1047-UCW-AL-MN-024,PI/04391,1,0,6.08,0
10858,19/11/2025,Navy Blue & (Orange),UCW,Thangavel,GLOBAL SQUARE,Curtain Wall,Non-Typical,Typical,260,1047-UCW-AL-MN-024,PI/04391,1,0,6.08,0
10859,19/11/2025,Navy Blue & (Orange),UCW,Thangavel,GLOBAL SQUARE,Curtain Wall,Non-Typical,Typical,260,1047-UCW-AL-MN-024,PI/04391,1,0,6.08,0
10860,19/11/2025,Navy Blue & (Orange),UCW,Thangavel,GLOBAL SQUARE,Curtain Wall,Non-Typical,Typical,260,1047-UCW-AL-MN-024,PI/04391,1,0,6.08,0
10861,19/11/2025,BROWN,NON-SYSTEM,Ramki,RSV,Fin,Intermediate Fin (Rework)-Site Return,Non Typical,201,4AM-INF-TYPD-AL-002,PI/02424,0,4,0,15.439
10862,19/11/2025,BROWN,NON-SYSTEM,Ramki,RSV,Fin,Intermediate Fin (Rework)-Site Return,Non Typical,201,5EV1-INF-TYPL-AL-002,PI/02424,1,0,0,0
10863,19/11/2025,BROWN,NON-SYSTEM,Ramki,RSV,Fin,Intermediate Fin (Rework)-Site Return,Non Typical,201,5EV1-INF-TYPL-AL-002,PI/02424,0,8,0,33.788
10864,19/11/2025,BROWN,NON-SYSTEM,Ramki,RSV,Fin,Intermediate Fin ,Non Typical,201,5EM-INF-TYPL-AL-001,PI/02424,4,0,16.894,0
10865,19/11/2025,BROWN,NON-SYSTEM,Ramki,RSV,Fin,Intermediate Fin ,Non Typical,201,4B-INF-TYPK-AL-001,PI/02424,2,0,6.993,0
10866,19/11/2025,BROWN,NON-SYSTEM,Ramki,RSV,Fin,Intermediate Fin (Rework)-Site Return,Non Typical,201,4CM-INF-TYPL-AL-002,PI/02424,1,0,0,0
10867,19/11/2025,BROWN,NON-SYSTEM,Ramki,S.One,Vertical Fin,Fin,Typical,174,S1-VER-FIN-CL-11,PI/04491,15,0,70.673,0
10868,19/11/2025,BROWN,NON-SYSTEM,Ramki,S.One,Vertical Fin,Fin,Typical,174,S1-VER-FIN-CL-12,PI/04491,14,0,50.985,0
10869,19/11/2025,BROWN,NON-SYSTEM,Ramki,S.One,Vertical Fin,Fin,Typical,174,S1-VER-FIN-CL-13,PI/04491,1,0,4.078,0
10870,19/11/2025,BROWN,NON-SYSTEM,Ramki,MS-09,Fin,Vertical fin,Non Typical,330,CL-41,PI/04389,0,23,0,48.639
10871,19/11/2025,BROWN,NON-SYSTEM,Ramki,RSV,Fin,Entrance Fin,Non Typical,25,FIN-TYPE-CA-AL-001,PI/03311,4,0,8.984,0
10872,19/11/2025,BROWN,NON-SYSTEM,Ramki,RSV,Fin,Entrance Fin,Non Typical,25,FIN-TYPE-BF1-AL-003,PI/03311,1,0,3.995,0
10873,19/11/2025,BROWN,NON-SYSTEM,Ramki,CORNER VILLA,Fin,Vertical fin,Non Typical,17,5E-VF10-AL-MN-001,PI/05057,1,0,4.103,0
10874,19/11/2025,LINE - 1 (Vikas),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1739,PI/04773,1,0,3.7685,0
10875,19/11/2025,LINE - 1 (Vikas),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1753,PI/04773,1,0,3.376,0
10876,19/11/2025,LINE - 1 (Vikas),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1741,PI/04773,1,0,3.7156,0
10877,19/11/2025,LINE - 1 (Vikas),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1750,PI/04773,1,0,3.6516,0
10878,19/11/2025,LINE - 1 (Vikas),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1761,PI/04773,1,0,3.3315,0
10879,19/11/2025,LINE - 1 (Vikas),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1745,PI/04773,1,0,3.6516,0
10880,19/11/2025,LINE - 1 (Vikas),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1746,PI/04773,1,0,3.7156,0
10881,19/11/2025,LINE - 1 (Vikas),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1749,PI/04773,1,0,3.7685,0
10882,19/11/2025,LINE - 1 (Vikas),ACP,Renjith Krishnan,S One,Modular ACP,Non Typical,Non Typical,180,ACL-1871,PI/04958,2,0,7.9436,0
10883,19/11/2025,LINE - 1 (Vikas),ACP,Renjith Krishnan,S One,Modular ACP,Non Typical,Non Typical,180,ACL-1831,PI/04958,1,0,4.0567,0
10884,19/11/2025,LINE - 3 (Ubed),ACP,Renjith Krishnan,S One,Modular ACP,Non Typical,Non Typical,180,ACL-1819,PI/04958,2,0,8.1474,0
10885,19/11/2025,LINE - 3 (Ubed),ACP,Renjith Krishnan,S One,Modular ACP,Non Typical,Non Typical,180,ACL-1805,PI/04958,4,0,18.8771,0
10886,19/11/2025,LINE - 2 (Samir Ali),ACP,Renjith Krishnan,S One,Modular ACP,Non Typical,Non Typical,180,ACL-1827,PI/04958,1,0,4.0567,0
10887,19/11/2025,LINE - 2 (Samir Ali),ACP,Renjith Krishnan,S One,Modular ACP,Non Typical,Non Typical,180,ACL-1872,PI/04958,1,0,5.7054,0
10888,19/11/2025,LINE - 2 (Samir Ali),ACP,Renjith Krishnan,S One,Modular ACP,Non Typical,Non Typical,180,ACL-1828,PI/04958,1,0,2.8427,0
10889,19/11/2025,LINE - 2 (Samir Ali),ACP,Renjith Krishnan,S One,Modular ACP,Non Typical,Non Typical,180,ACL-1846,PI/04958,1,0,2.7832,0
10890,19/11/2025,LINE - 2 (Samir Ali),ACP,Renjith Krishnan,S One,Modular ACP,Non Typical,Non Typical,180,ACL-1818,PI/04958,1,0,2.7832,0
10891,19/11/2025,LINE - 2 (Samir Ali),ACP,Renjith Krishnan,S One,Modular ACP,Non Typical,Non Typical,180,ACL-1816,PI/04958,1,0,2.5689,0
10892,19/11/2025,LINE - 2 (Samir Ali),ACP,Renjith Krishnan,S One,Modular ACP,Non Typical,Non Typical,180,ACL-1856,PI/04958,1,0,2.8427,0
10893,19/11/2025,LINE - 2 (Samir Ali),ACP,Renjith Krishnan,S One,Modular ACP,Non Typical,Non Typical,180,ACL-1802,PI/04958,1,0,2.8427,0
10894,19/11/2025,LINE - 4 (Ravinder),ACP,Renjith Krishnan,Cresent,Modular ACP,Typical,Typical,144,A07-ACP-AL-010,PI/04848,30,0,108.9374,0
10895,19/11/2025,LINE - 3 (Ubed),ACP,Renjith Krishnan,S One,Modular ACP,Non Typical,Non Typical,112,ACL-1566,PI/04585,0,1,0,8.3368
10896,19/11/2025,LINE - 4 (Ravinder),ACP,Renjith Krishnan,S One,Modular ACP,Non Typical,Non Typical,195,ACL-1334,PI/04773,0,1,0,3.1911
10897,19/11/2025,LINE - 4 (Ravinder),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1335,PI/04773,0,1,0,3.1656
10898,19/11/2025,LINE - 4 (Ravinder),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1336,PI/04773,0,1,0,3.1656
10899,19/11/2025,LINE - 2 (Ravi Shankar),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1337,PI/04773,0,1,0,3.1424
10900,19/11/2025,LINE - 4 (Ravinder),ACP,Renjith Krishnan,S One,Modular ACP,Non Typical,Non Typical,195,ACL-1355,PI/04773,0,1,0,2.3001
10901,19/11/2025,LINE - 4 (Ravinder),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1356,PI/04773,0,1,0,2.2817
10902,19/11/2025,LINE - 4 (Ravinder),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1357,PI/04773,0,1,0,2.2817
10903,19/11/2025,LINE - 5 (Rajan),ACP,MD Irshad,Cresent,Modular ACP,Typical,Typical,144,A07-ACP-AL-010,PI/04848,35,0,127.0937,0
10904,19/11/2025,LINE - 6 (Anbu),ACP,MD Irshad,S One,Conventional ACP,Typical,Typical,87,ACL-1586,PI/04993,35,0,44.7092,0
10905,19/11/2025,LINE - 7 (Aswin),ACP,MD Irshad,S One,Conventional ACP,Typical,Typical,87,ACL-1583,PI/04993,20,0,25.5481,0
10906,19/11/2025,LINE - 7 (Aswin),ACP,MD Irshad,JLT,Horizontal ACP,Typical,Typical,290,JLT-HB01-ACL-002,PI/04466,9,0,18.7257,0
10907,19/11/2025,LINE - 7 (Aswin),ACP,MD Irshad,CVH,Horizontal ACP,Typical,Typical,210,1035-TWB-ACP-035,PI/04870,0,10,0,20.5913
10908,19/11/2025,LINE - 5 (Rajan),ACP,MD Irshad,JLT,Horizontal ACP,Typical,Typical,290,JLT-HB15-ACL-001,PI/04466,0,10,0,20.8064
10909,19/11/2025,LINE - 6 (Anbu),ACP,MD Irshad,JLT,Horizontal ACP,Typical,Typical,290,JLT-HB01-ACL-001,PI/04466,0,12,0,24.9677
10910,19/11/2025,LINE - 6 (Anbu),ACP,MD Irshad,JLT,Horizontal ACP,Typical,Typical,290,JLT-HB25-ACL-001,PI/04466,0,12,0,24.9677
10911,19/11/2025,L1.,WW/SCW,MOHAN,CVH,Window Wall,Alum Bracket,Typical,394,CVH-ACL-BKT-AL-012,29/05/1912,26,26,0.2,0.2
10912,19/11/2025,L1.,UCW,KEYAM,Global Square,UCW,Fin,Typical,260,1047-UCW-AL-MN-024,PI/04391,60,60,21.83,21.83
10913,19/11/2025,L1.,NON-SYSTEM,ARUN,A05,Balustrade,F Channel,Typical,200,A05-GB-ACL-004,05/01/1914,37,37,24.2,24.2
10914,19/11/2025,L1.,NON-SYSTEM,ARUN,S One,Balustrade,F Channel,Typical,8,S1(P3)-GBL-CL-78,21/10/1909,4,4,2.74,2.74
10915,19/11/2025,L1.,NON-SYSTEM,KEYAM,CVH,Balustrade,F Channel,Typical,196,TA-BAL-AL-015,21/01/1913,4,4,2.22,2.22
10916,19/11/2025,L1.,NON-SYSTEM,KEYAM,S One,Balustrade,F Channel,Typical,5,S1-GBL-CL-103,03/12/1910,3,3,3.11,3.11
10917,19/11/2025,L1.,NON-SYSTEM,KEYAM,S One,Balustrade,F Channel,Typical,32,S1-P2-GBL-CL-53,15/08/1908,4,4,4,4
10918,19/11/2025,L1.,NON-SYSTEM,KEYAM,S One,Balustrade,F Channel,Typical,12,S1-P3-GBL-CL-71,13/07/1909,2,2,1.66,1.66
10919,19/11/2025,White,ACP,Mr.SYED,MS9,Modular ACP,Gutter Profile,Typical,20,WO-ACP-AL-45,25/05/1913,35,35,5,5
10920,19/11/2025,White,ACP,Mr.SYED,MS9,Horizontal ACP,Angle,Typical,33,WO-HB29-ACL-004A,14/02/1910,33,33,5.77,5.77
10921,19/11/2025,White,WW/SCW,Mr.SYED,Global Square,Curtain Wall,UCW-BRKT,Typical,1026,1047-UCW-AL-MN-025 & 1047-UCW-AL-MN-013,25/02/1912,114,114,6.92,6.92
10922,19/11/2025,White,NON-SYSTEM,Mr.VINOTH,S One,Louver,Roof Louver Bracket,Typical,1236,S1-RL-CL-03A,21/12/1913,400,400,6.67,6.67
10923,19/11/2025,KIT,Doors,Rakesh,A06,HD,KIT,Typical,138,A06-HDO-AL-003 & 004,PI/01230,138,138,43.69,43.69
10924,19/11/2025,KIT,Doors,Rakesh,SONE,WINDOW WALL,KIT,Typical,41,S1(P3)-CW-CL-510,PI/2952,41,41,21.38,21.38
10925,20/11/2025,LINE - 6 (Anbu),ACP,MD Irshad,MS9,Modular ACP,Typical,Typical,18,WO-VB40-ACL-006,PI/04997,1,0,2.9502,0
10926,20/11/2025,LINE - 6 (Anbu),ACP,MD Irshad,MS9,Modular ACP,Typical,Typical,18,"WO-VB30,34,38-ACL-006",PI/04997,3,0,8.8505,0
10927,20/11/2025,LINE - 6 (Anbu),ACP,MD Irshad,MS9,Modular ACP,Typical,Typical,18,"WO-VB28,32,36-ACL-006",PI/04997,3,0,8.8505,0
10928,20/11/2025,LINE - 6 (Anbu),ACP,MD Irshad,MS9,Modular ACP,Typical,Typical,18,WO-VB44-ACL-006,PI/04997,1,0,2.9502,0
10929,20/11/2025,LINE - 6 (Anbu),ACP,MD Irshad,MS9,Modular ACP,Typical,Typical,18,WO-VB42-ACL-020,PI/04997,1,0,2.9502,0
10930,20/11/2025,LINE - 6 (Anbu),ACP,MD Irshad,MS9,Modular ACP,Typical,Typical,18,WO-VB42-ACL-019,PI/04997,1,0,2.9502,0
10931,20/11/2025,LINE - 6 (Anbu),ACP,MD Irshad,MS9,Modular ACP,Typical,Typical,18,WO-VB42-ACL-018,PI/04997,1,0,2.9502,0
10932,20/11/2025,LINE - 6 (Anbu),ACP,MD Irshad,MS9,Modular ACP,Typical,Typical,18,WO-VB66-ACP-015,PI/04997,1,0,2.9502,0
10933,20/11/2025,LINE - 6 (Anbu),ACP,MD Irshad,MS9,Modular ACP,Typical,Typical,18,WO-VB66-ACL-014,PI/04997,1,0,2.9502,0
10934,20/11/2025,LINE - 6 (Anbu),ACP,MD Irshad,MS9,Modular ACP,Typical,Typical,18,WO-VB66-ACL-013,PI/04997,1,0,2.9502,0
10935,20/11/2025,LINE - 6 (Anbu),ACP,MD Irshad,MS9,Modular ACP,Typical,Typical,18,WO-VB66-ACL-012,PI/04997,1,0,2.9502,0
10936,20/11/2025,LINE - 6 (Anbu),ACP,MD Irshad,MS9,Modular ACP,Typical,Typical,18,WO-VB68-ACP-013,PI/04997,1,0,2.9502,0
10937,20/11/2025,LINE - 6 (Anbu),ACP,MD Irshad,MS9,Modular ACP,Typical,Typical,18,WO-VB68-ACL-012,PI/04997,1,0,2.9502,0
10938,20/11/2025,LINE - 6 (Anbu),ACP,MD Irshad,MS9,Modular ACP,Typical,Typical,18,WO-VB68-ACL-011,PI/04997,1,0,2.9502,0
10939,20/11/2025,LINE - 7 (Aswin),ACP,MD Irshad,S One,Conventional ACP,Typical,Typical,87,ACL-1583,PI/04993,20,0,25.5481,0
10940,20/11/2025,LINE - 7 (Aswin),ACP,MD Irshad,S One,Conventional ACP,Typical,Typical,87,ACL-1586,PI/04993,8,0,10.2192,0
10941,20/11/2025,LINE - 5 (Rajan),ACP,MD Irshad,Cresent,Modular ACP,Typical,Typical,144,A07-ACP-AL-010,PI/04848,20,0,72.625,0
10942,20/11/2025,LINE - 5 (Rajan),ACP,MD Irshad,Cresent,Modular ACP,Typical,Typical,144,A07-ACP-AL-012,PI/04848,8,0,33.1332,0
10943,20/11/2025,LINE - 6 (Anbu),ACP,MD Irshad,JLT,Horizontal ACP,Typical,Typical,290,JLT-HB09-ACL-002,PI/04466,0,20,0,41.6128
10944,20/11/2025,LINE - 5 (Rajan),ACP,MD Irshad,JLT,Horizontal ACP,Typical,Typical,290,JLT-HB09-ACL-001,PI/04466,0,10,0,20.8064
10945,20/11/2025,LINE - 5 (Rajan),ACP,MD Irshad,JLT,Horizontal ACP,Typical,Typical,290,JLT-HB23-ACL-001,PI/04466,0,10,0,20.8064
10946,20/11/2025,LINE - 7 (Aswin),ACP,MD Irshad,JLT,Horizontal ACP,Typical,Typical,290,JLT-HB15-ACL-002,PI/04466,0,14,0,29.1289
10947,20/11/2025,LINE - 5 (Rajan),ACP,MD Irshad,JLT,Horizontal ACP,Typical,Typical,290,JLT-HB25-ACL-002,PI/04466,0,10,0,20.8064
10948,20/11/2025,LINE - 7 (Aswin),ACP,MD Irshad,JLT,Horizontal ACP,Typical,Typical,290,JLT-HB01-ACL-002,PI/04466,0,10,0,20.8064
10949,20/11/2025,LINE - 5 (Rajan),ACP,MD Irshad,S One,Modular ACP,Non Typical,Non Typical,112,ACL-1175,PI/04585,0,3,0,25.1328
10950,20/11/2025,LINE - 7 (Aswin),ACP,MD Irshad,CVH,Horizontal ACP,Typical,Typical,210,1035-TWB-ACP-030,PI/04870,0,10,0,20.5913
10951,20/11/2025,LINE - 7 (Aswin),ACP,MD Irshad,CVH,Horizontal ACP,Typical,Typical,210,1035-TWB-ACP-035,PI/04870,0,5,0,10.2957
10952,20/11/2025,LINE - 6 (Anbu),ACP,MD Irshad,DIC Factory,Conventional ACP,Non Typical,Non Typical,50,CANOPY-CL-ACP-001C,PI/05013,0,5,0,8.0121
10953,20/11/2025,LINE - 1 (Vikas),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,180,ACL-1829,PI/04958,2,0,8.1135,0
10954,20/11/2025,LINE - 1 (Vikas),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,180,ACL-1847,PI/04958,2,0,8.1474,0
10955,20/11/2025,LINE - 2 (Samir Ali),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,180,ACL-1802,PI/04958,1,0,2.8427,0
10956,20/11/2025,LINE - 2 (Samir Ali),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,180,ACL-1830,PI/04958,1,0,2.8427,0
10957,20/11/2025,LINE - 2 (Samir Ali),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,180,ACL-1856,PI/04958,1,0,3.1903,0
10958,20/11/2025,LINE - 2 (Samir Ali),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,180,ACL-1804,PI/04958,1,0,2.8427,0
10959,20/11/2025,LINE - 2 (Samir Ali),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,180,ACL-1832,PI/04958,1,0,2.8427,0
10960,20/11/2025,LINE - 2 (Samir Ali),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,180,ACL-1808,PI/04958,1,0,3.395,0
10961,20/11/2025,LINE - 2 (Samir Ali),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,180,ACL-1864,PI/04958,1,0,3.5569,0
10962,20/11/2025,LINE - 2 (Samir Ali),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,180,ACL-1880,PI/04958,1,0,3.5593,0
10963,20/11/2025,LINE - 2 (Samir Ali),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,180,ACL-1838,PI/04958,1,0,3.5569,0
10964,20/11/2025,LINE - 2 (Samir Ali),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,180,ACL-1862,PI/04958,1,0,3.395,0
10965,20/11/2025,LINE - 3 (Ubed),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,180,ACL-1805,PI/04958,2,0,9.4385,0
10966,20/11/2025,LINE - 3 (Ubed),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,180,ACL-1833,PI/04958,6,0,28.3156,0
10967,20/11/2025,LINE - 4 (Ravinder),ACP,Renjith Krishnan,Cresent,Modular ACP,Typical,Typical,144,A07-ACP-AL-010,PI/04848,24,0,87.15,0
10968,20/11/2025,LINE - 4 (Ravinder),ACP,Renjith Krishnan,Cresent,Modular ACP,Typical,Typical,144,A07-ACP-AL-012,PI/04848,4,0,16.5666,0
10969,20/11/2025,LINE - 4 (Ravinder),ACP,Renjith Krishnan,Cresent,Modular ACP,Typical,Typical,144,A07-ACP-AL-013,PI/04848,3,0,15.6722,0
10970,20/11/2025,LINE - 2 (Ravi Shankar),ACP,Renjith Krishnan,S One,Modular ACP,Non Typical,Non Typical,195,ACL-1330,PI/04773,0,2,0,7.5369
10971,20/11/2025,LINE - 2 (Ravi Shankar),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1331,PI/04773,0,1,0,3.6516
10972,20/11/2025,LINE - 2 (Ravi Shankar),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1332,PI/04773,0,1,0,3.6766
10973,20/11/2025,LINE - 4 (Ravinder),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1338,PI/04773,0,1,0,3.0449
10974,20/11/2025,LINE - 4 (Ravinder),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1339,PI/04773,0,1,0,3.0658
10975,20/11/2025,LINE - 4 (Ravinder),ACP,Renjith Krishnan,S One,Modular ACP,Non Typical,Non Typical,195,ACL-1341,PI/04773,0,1,0,3.3957
10976,20/11/2025,LINE - 4 (Ravinder),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1342,PI/04773,0,1,0,3.3685
10977,20/11/2025,LINE - 4 (Ravinder),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1343,PI/04773,0,1,0,3.3685
10978,20/11/2025,LINE - 4 (Ravinder),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1344,PI/04773,0,1,0,3.3685
10979,20/11/2025,LINE - 4 (Ravinder),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1345,PI/04773,0,1,0,3.2401
10980,20/11/2025,LINE - 4 (Ravinder),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1346,PI/04773,0,1,0,3.2623
10981,20/11/2025,LINE - 1 (Vikas),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1348,PI/04773,0,2,0,7.6538
10982,20/11/2025,LINE - 1 (Vikas),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1349,PI/04773,0,2,0,7.5926
10983,20/11/2025,LINE - 1 (Vikas),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1350,PI/04773,0,2,0,7.5926
10984,20/11/2025,LINE - 1 (Vikas),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1351,PI/04773,0,2,0,7.5369
10985,20/11/2025,LINE - 2 (Ravi Shankar),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1352,PI/04773,0,1,0,3.6516
10986,20/11/2025,LINE - 2 (Ravi Shankar),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1353,PI/04773,0,2,0,7.3532
10987,20/11/2025,LINE - 4 (Ravinder),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1359,PI/04773,0,1,0,2.1947
10988,20/11/2025,LINE - 4 (Ravinder),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1360,PI/04773,0,1,0,2.2098
10989,20/11/2025,LINE - 1 (Vikas),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1750,PI/04773,0,1,0,3.6516
10990,20/11/2025,LINE - 4 (Ravinder),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1661,PI/04773,0,1,0,3.3454
10991,20/11/2025,LINE - 1 (Vikas),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1662,PI/04773,0,2,0,6.7186
10992,20/11/2025,LINE - 4 (Ravinder),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1665,PI/04773,0,1,0,3.3454
10993,20/11/2025,LINE - 2 (Ravi Shankar),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1667,PI/04773,0,1,0,2.8824
10994,20/11/2025,LINE - 2 (Ravi Shankar),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1668,PI/04773,0,1,0,2.8012
10995,20/11/2025,LINE - 2 (Ravi Shankar),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1669,PI/04773,0,1,0,2.778
10996,20/11/2025,LINE - 2 (Ravi Shankar),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1673,PI/04773,0,1,0,3.0672
10997,20/11/2025,LINE - 2 (Ravi Shankar),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1674,PI/04773,0,1,0,2.9808
10998,20/11/2025,LINE - 2 (Ravi Shankar),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1675,PI/04773,0,1,0,2.9561
10999,20/11/2025,LINE - 4 (Ravinder),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1679,PI/04773,0,1,0,3.4567
11000,20/11/2025,LINE - 2 (Ravi Shankar),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1683,PI/04773,0,1,0,3.3454
11001,20/11/2025,LINE - 2 (Ravi Shankar),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1691,PI/04773,0,1,0,3.4456
11002,20/11/2025,LINE - 2 (Ravi Shankar),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1692,PI/04773,0,1,0,2.9808
11003,20/11/2025,LINE - 2 (Ravi Shankar),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1693,PI/04773,0,1,0,2.9561
11004,20/11/2025,LINE - 4 (Ravinder),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1697,PI/04773,0,2,0,6.8912
11005,20/11/2025,LINE - 4 (Ravinder),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1698,PI/04773,0,2,0,6.7186
11006,20/11/2025,LINE - 2 (Ravi Shankar),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1699,PI/04773,0,2,0,6.663
11007,20/11/2025,LINE - 2 (Ravi Shankar),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1706,PI/04773,0,1,0,2.778
11008,20/11/2025,LINE - 2 (Ravi Shankar),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1707,PI/04773,0,1,0,2.8244
11009,20/11/2025,LINE - 2 (Ravi Shankar),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1708,PI/04773,0,1,0,2.8732
11010,20/11/2025,LINE - 1 (Vikas),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1752,PI/04773,0,1,0,3.376
11011,20/11/2025,LINE - 1 (Vikas),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1753,PI/04773,0,1,0,3.376
11012,20/11/2025,LINE - 1 (Vikas),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1754,PI/04773,0,1,0,3.376
11013,20/11/2025,LINE - 1 (Vikas),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1755,PI/04773,0,1,0,3.4456
11014,20/11/2025,LINE - 4 (Ravinder),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1758,PI/04773,0,1,0,3.3176
11015,20/11/2025,LINE - 1 (Vikas),ACP,Renjith Krishnan,S One,Modular ACP,Typical,Typical,195,ACL-1759,PI/04773,0,1,0,3.3872
